frame.number,frame.time,wlan_radio.signal_dbm
"1","Jun 24, 2020 14:00:54.192127104 AEST","-68"
"2","Jun 24, 2020 14:00:54.294574776 AEST","-64"
"3","Jun 24, 2020 14:00:54.397383950 AEST","-64"
"4","Jun 24, 2020 14:00:54.500082378 AEST","-64"
"5","Jun 24, 2020 14:00:54.602895839 AEST","-68"
"6","Jun 24, 2020 14:00:54.704486299 AEST","-68"
"7","Jun 24, 2020 14:00:54.806793231 AEST","-72"
"8","Jun 24, 2020 14:00:54.908971816 AEST","-66"
"9","Jun 24, 2020 14:00:55.011348757 AEST","-66"
"10","Jun 24, 2020 14:00:55.113907581 AEST","-72"
"11","Jun 24, 2020 14:00:55.216158400 AEST","-70"
"12","Jun 24, 2020 14:00:55.319683305 AEST","-68"
"13","Jun 24, 2020 14:00:55.421396966 AEST","-64"
"14","Jun 24, 2020 14:00:55.625774598 AEST","-72"
"15","Jun 24, 2020 14:00:55.728154023 AEST","-72"
"16","Jun 24, 2020 14:00:56.035512026 AEST","-72"
"17","Jun 24, 2020 14:00:56.137862325 AEST","-72"
"18","Jun 24, 2020 14:00:56.240246028 AEST","-76"
"19","Jun 24, 2020 14:00:56.342644011 AEST","-72"
"20","Jun 24, 2020 14:00:56.445417005 AEST","-72"
"21","Jun 24, 2020 14:00:56.752321210 AEST","-64"
"22","Jun 24, 2020 14:00:56.855134506 AEST","-72"
"23","Jun 24, 2020 14:00:56.957131675 AEST","-72"
"24","Jun 24, 2020 14:00:57.161877974 AEST","-72"
"25","Jun 24, 2020 14:00:57.265309942 AEST","-72"
"26","Jun 24, 2020 14:00:57.367715614 AEST","-68"
"27","Jun 24, 2020 14:00:57.469389450 AEST","-68"
"28","Jun 24, 2020 14:00:57.673699708 AEST","-66"
"29","Jun 24, 2020 14:00:57.878548489 AEST","-68"
"30","Jun 24, 2020 14:00:57.981439404 AEST","-64"
"31","Jun 24, 2020 14:00:58.083629348 AEST","-64"
"32","Jun 24, 2020 14:00:58.288239708 AEST","-64"
"33","Jun 24, 2020 14:00:58.390637014 AEST","-64"
"34","Jun 24, 2020 14:00:58.493380418 AEST","-68"
"35","Jun 24, 2020 14:00:58.596243579 AEST","-68"
"36","Jun 24, 2020 14:00:58.698888268 AEST","-68"
"37","Jun 24, 2020 14:00:58.903451057 AEST","-72"
"38","Jun 24, 2020 14:00:59.004943399 AEST","-72"
"39","Jun 24, 2020 14:00:59.209729108 AEST","-68"
"40","Jun 24, 2020 14:00:59.312130607 AEST","-68"
"41","Jun 24, 2020 14:00:59.415668164 AEST","-68"
"42","Jun 24, 2020 14:00:59.517419441 AEST","-68"
"43","Jun 24, 2020 14:00:59.619276090 AEST","-64"
"44","Jun 24, 2020 14:00:59.721728682 AEST","-68"
"45","Jun 24, 2020 14:01:00.029371169 AEST","-64"
"46","Jun 24, 2020 14:01:00.131314868 AEST","-64"
"47","Jun 24, 2020 14:01:00.233710578 AEST","-64"
"48","Jun 24, 2020 14:01:00.438686215 AEST","-64"
"49","Jun 24, 2020 14:01:00.540841673 AEST","-64"
"50","Jun 24, 2020 14:01:00.643356253 AEST","-68"
"51","Jun 24, 2020 14:01:00.745882880 AEST","-64"
"52","Jun 24, 2020 14:01:00.849274644 AEST","-64"
"53","Jun 24, 2020 14:01:01.155422292 AEST","-72"
"54","Jun 24, 2020 14:01:01.360061255 AEST","-72"
"55","Jun 24, 2020 14:01:01.463634081 AEST","-68"
"56","Jun 24, 2020 14:01:01.565457850 AEST","-68"
"57","Jun 24, 2020 14:01:01.769737315 AEST","-72"
"58","Jun 24, 2020 14:01:01.872246954 AEST","-72"
"59","Jun 24, 2020 14:01:01.975650751 AEST","-72"
"60","Jun 24, 2020 14:01:02.077417458 AEST","-72"
"61","Jun 24, 2020 14:01:02.180155679 AEST","-72"
"62","Jun 24, 2020 14:01:02.282861585 AEST","-72"
"63","Jun 24, 2020 14:01:02.486684633 AEST","-68"
"64","Jun 24, 2020 14:01:02.588919102 AEST","-68"
"65","Jun 24, 2020 14:01:02.692118996 AEST","-66"
"66","Jun 24, 2020 14:01:02.793696748 AEST","-68"
"67","Jun 24, 2020 14:01:02.897244427 AEST","-68"
"68","Jun 24, 2020 14:01:03.003941706 AEST","-72"
"69","Jun 24, 2020 14:01:03.104590087 AEST","-74"
"70","Jun 24, 2020 14:01:03.309476467 AEST","-68"
"71","Jun 24, 2020 14:01:03.511634236 AEST","-64"
"72","Jun 24, 2020 14:01:03.612918131 AEST","-68"
"73","Jun 24, 2020 14:01:03.715257361 AEST","-68"
"74","Jun 24, 2020 14:01:03.817691356 AEST","-68"
"75","Jun 24, 2020 14:01:03.920097927 AEST","-64"
"76","Jun 24, 2020 14:01:04.023637017 AEST","-68"
"77","Jun 24, 2020 14:01:04.125384398 AEST","-68"
"78","Jun 24, 2020 14:01:04.227258358 AEST","-68"
"79","Jun 24, 2020 14:01:04.329714035 AEST","-64"
