frame.number,frame.time,wlan_radio.signal_dbm
"1","Jun 24, 2020 14:16:35.191113631 AEST","-60"
"2","Jun 24, 2020 14:16:35.293592089 AEST","-60"
"3","Jun 24, 2020 14:16:35.397100553 AEST","-56"
"4","Jun 24, 2020 14:16:35.498985556 AEST","-58"
"5","Jun 24, 2020 14:16:35.601426780 AEST","-64"
"6","Jun 24, 2020 14:16:35.703974762 AEST","-60"
"7","Jun 24, 2020 14:16:35.805689959 AEST","-64"
"8","Jun 24, 2020 14:16:35.907964424 AEST","-62"
"9","Jun 24, 2020 14:16:36.010321549 AEST","-64"
"10","Jun 24, 2020 14:16:36.113250073 AEST","-64"
"11","Jun 24, 2020 14:16:36.215169385 AEST","-64"
"12","Jun 24, 2020 14:16:36.317561080 AEST","-64"
"13","Jun 24, 2020 14:16:36.419912348 AEST","-64"
"14","Jun 24, 2020 14:16:36.522600389 AEST","-66"
"15","Jun 24, 2020 14:16:36.627776394 AEST","-66"
"16","Jun 24, 2020 14:16:36.729028537 AEST","-64"
"17","Jun 24, 2020 14:16:36.829519488 AEST","-64"
"18","Jun 24, 2020 14:16:36.931917266 AEST","-58"
"19","Jun 24, 2020 14:16:37.035468839 AEST","-58"
"20","Jun 24, 2020 14:16:37.136936701 AEST","-64"
"21","Jun 24, 2020 14:16:37.341526192 AEST","-60"
"22","Jun 24, 2020 14:16:37.445498364 AEST","-64"
"23","Jun 24, 2020 14:16:37.546515583 AEST","-60"
"24","Jun 24, 2020 14:16:37.649301804 AEST","-64"
"25","Jun 24, 2020 14:16:37.752244021 AEST","-64"
"26","Jun 24, 2020 14:16:37.853564270 AEST","-66"
"27","Jun 24, 2020 14:16:37.957123858 AEST","-56"
"28","Jun 24, 2020 14:16:38.058377648 AEST","-62"
"29","Jun 24, 2020 14:16:38.160752631 AEST","-60"
"30","Jun 24, 2020 14:16:38.263738645 AEST","-68"
"31","Jun 24, 2020 14:16:38.365570147 AEST","-62"
