frame.number,frame.time,wlan_radio.signal_dbm
"1","Jun 24, 2020 14:21:56.314290878 AEST","-64"
"2","Jun 24, 2020 14:21:56.416738081 AEST","-58"
"3","Jun 24, 2020 14:21:56.519042678 AEST","-68"
"4","Jun 24, 2020 14:21:56.621422605 AEST","-64"
"5","Jun 24, 2020 14:21:56.724034405 AEST","-64"
"6","Jun 24, 2020 14:21:56.928721148 AEST","-56"
"7","Jun 24, 2020 14:21:57.031054406 AEST","-60"
"8","Jun 24, 2020 14:21:57.133433808 AEST","-64"
"9","Jun 24, 2020 14:21:57.236562400 AEST","-64"
"10","Jun 24, 2020 14:21:57.339399220 AEST","-56"
"11","Jun 24, 2020 14:21:57.440812666 AEST","-56"
"12","Jun 24, 2020 14:21:57.543058194 AEST","-56"
"13","Jun 24, 2020 14:21:57.645442365 AEST","-56"
"14","Jun 24, 2020 14:21:57.747961959 AEST","-74"
"15","Jun 24, 2020 14:21:57.953375973 AEST","-64"
"16","Jun 24, 2020 14:21:58.055962228 AEST","-70"
"17","Jun 24, 2020 14:21:58.157409308 AEST","-64"
"18","Jun 24, 2020 14:21:58.259788468 AEST","-72"
"19","Jun 24, 2020 14:21:58.362222819 AEST","-68"
"20","Jun 24, 2020 14:21:58.464592637 AEST","-64"
"21","Jun 24, 2020 14:21:58.567808750 AEST","-64"
"22","Jun 24, 2020 14:21:58.669432041 AEST","-64"
"23","Jun 24, 2020 14:21:58.772043376 AEST","-64"
"24","Jun 24, 2020 14:21:58.874523774 AEST","-64"
"25","Jun 24, 2020 14:21:58.977380153 AEST","-64"
"26","Jun 24, 2020 14:21:59.079272287 AEST","-68"
"27","Jun 24, 2020 14:21:59.181393863 AEST","-66"
"28","Jun 24, 2020 14:21:59.284970505 AEST","-64"
"29","Jun 24, 2020 14:21:59.387392185 AEST","-64"
"30","Jun 24, 2020 14:21:59.488644733 AEST","-64"
"31","Jun 24, 2020 14:21:59.591124425 AEST","-64"
"32","Jun 24, 2020 14:21:59.693432214 AEST","-64"
"33","Jun 24, 2020 14:21:59.796961380 AEST","-64"
"34","Jun 24, 2020 14:21:59.899509658 AEST","-64"
"35","Jun 24, 2020 14:22:00.000644709 AEST","-64"
"36","Jun 24, 2020 14:22:00.103193876 AEST","-64"
"37","Jun 24, 2020 14:22:00.205458481 AEST","-68"
"38","Jun 24, 2020 14:22:00.308985885 AEST","-66"
"39","Jun 24, 2020 14:22:00.410261454 AEST","-64"
"40","Jun 24, 2020 14:22:00.513223646 AEST","-68"
"41","Jun 24, 2020 14:22:00.614999679 AEST","-68"
"42","Jun 24, 2020 14:22:00.717439448 AEST","-64"
"43","Jun 24, 2020 14:22:00.820349048 AEST","-68"
"44","Jun 24, 2020 14:22:00.922417998 AEST","-68"
"45","Jun 24, 2020 14:22:01.025438765 AEST","-72"
"46","Jun 24, 2020 14:22:01.126981323 AEST","-68"
"47","Jun 24, 2020 14:22:01.229427320 AEST","-72"
"48","Jun 24, 2020 14:22:01.332943244 AEST","-72"
"49","Jun 24, 2020 14:22:01.434336215 AEST","-72"
"50","Jun 24, 2020 14:22:01.536752549 AEST","-72"
"51","Jun 24, 2020 14:22:01.639039349 AEST","-72"
"52","Jun 24, 2020 14:22:01.741407347 AEST","-72"
"53","Jun 24, 2020 14:22:01.826282956 AEST","-68"
"54","Jun 24, 2020 14:22:01.828866241 AEST","-68"
"55","Jun 24, 2020 14:22:01.836048458 AEST","-66"
"56","Jun 24, 2020 14:22:01.837868299 AEST","-68"
"57","Jun 24, 2020 14:22:01.842176071 AEST","-66"
"58","Jun 24, 2020 14:22:01.844062581 AEST","-72"
"59","Jun 24, 2020 14:22:01.846443463 AEST","-68"
"60","Jun 24, 2020 14:22:01.946222576 AEST","-72"
"61","Jun 24, 2020 14:22:02.049393948 AEST","-72"
"62","Jun 24, 2020 14:22:02.151852792 AEST","-72"
"63","Jun 24, 2020 14:22:02.253420303 AEST","-72"
"64","Jun 24, 2020 14:22:02.355985282 AEST","-74"
"65","Jun 24, 2020 14:22:02.458223314 AEST","-72"
"66","Jun 24, 2020 14:22:02.560573112 AEST","-72"
"67","Jun 24, 2020 14:22:02.663057904 AEST","-72"
"68","Jun 24, 2020 14:22:02.765430630 AEST","-72"
"69","Jun 24, 2020 14:22:02.868671090 AEST","-66"
"70","Jun 24, 2020 14:22:02.970428660 AEST","-68"
"71","Jun 24, 2020 14:22:03.073445528 AEST","-72"
"72","Jun 24, 2020 14:22:03.175006924 AEST","-70"
"73","Jun 24, 2020 14:22:03.277360357 AEST","-66"
"74","Jun 24, 2020 14:22:03.380346079 AEST","-68"
"75","Jun 24, 2020 14:22:03.482665665 AEST","-68"
"76","Jun 24, 2020 14:22:03.584753024 AEST","-68"
"77","Jun 24, 2020 14:22:03.686936185 AEST","-72"
"78","Jun 24, 2020 14:22:03.789581829 AEST","-66"
"79","Jun 24, 2020 14:22:03.891821457 AEST","-72"
"80","Jun 24, 2020 14:22:03.994233321 AEST","-66"
"81","Jun 24, 2020 14:22:04.097473501 AEST","-72"
"82","Jun 24, 2020 14:22:04.199180484 AEST","-72"
"83","Jun 24, 2020 14:22:04.309384213 AEST","-72"
"84","Jun 24, 2020 14:22:04.404347004 AEST","-66"
"85","Jun 24, 2020 14:22:04.511142711 AEST","-70"
"86","Jun 24, 2020 14:22:04.608713033 AEST","-72"
"87","Jun 24, 2020 14:22:04.717910664 AEST","-72"
"88","Jun 24, 2020 14:22:04.813452660 AEST","-72"
"89","Jun 24, 2020 14:22:04.916934151 AEST","-72"
"90","Jun 24, 2020 14:22:05.018372709 AEST","-72"
"91","Jun 24, 2020 14:22:05.120513539 AEST","-72"
"92","Jun 24, 2020 14:22:05.222988191 AEST","-72"
"93","Jun 24, 2020 14:22:05.327613471 AEST","-72"
"94","Jun 24, 2020 14:22:05.427802614 AEST","-72"
"95","Jun 24, 2020 14:22:05.530971464 AEST","-72"
"96","Jun 24, 2020 14:22:05.633089863 AEST","-66"
"97","Jun 24, 2020 14:22:05.734967015 AEST","-72"
"98","Jun 24, 2020 14:22:05.838536770 AEST","-72"
"99","Jun 24, 2020 14:22:05.939788254 AEST","-72"
"100","Jun 24, 2020 14:22:06.042138795 AEST","-72"
"101","Jun 24, 2020 14:22:06.145395099 AEST","-74"
"102","Jun 24, 2020 14:22:06.246895289 AEST","-72"
"103","Jun 24, 2020 14:22:06.349319029 AEST","-72"
"104","Jun 24, 2020 14:22:06.451974861 AEST","-72"
"105","Jun 24, 2020 14:22:06.555313554 AEST","-72"
"106","Jun 24, 2020 14:22:06.656905894 AEST","-72"
"107","Jun 24, 2020 14:22:06.758985843 AEST","-72"
"108","Jun 24, 2020 14:22:06.861481393 AEST","-72"
"109","Jun 24, 2020 14:22:06.964445413 AEST","-72"
"110","Jun 24, 2020 14:22:07.066342203 AEST","-72"
"111","Jun 24, 2020 14:22:07.168687927 AEST","-72"
"112","Jun 24, 2020 14:22:07.270942381 AEST","-70"
"113","Jun 24, 2020 14:22:07.373426941 AEST","-72"
"114","Jun 24, 2020 14:22:07.475792828 AEST","-72"
"115","Jun 24, 2020 14:22:07.579266408 AEST","-72"
"116","Jun 24, 2020 14:22:07.681439538 AEST","-72"
"117","Jun 24, 2020 14:22:07.782965661 AEST","-72"
"118","Jun 24, 2020 14:22:07.885392137 AEST","-72"
"119","Jun 24, 2020 14:22:07.987726475 AEST","-68"
"120","Jun 24, 2020 14:22:08.193405829 AEST","-72"
"121","Jun 24, 2020 14:22:08.295165641 AEST","-66"
"122","Jun 24, 2020 14:22:08.397573456 AEST","-72"
"123","Jun 24, 2020 14:22:08.500089599 AEST","-72"
"124","Jun 24, 2020 14:22:08.603383130 AEST","-72"
"125","Jun 24, 2020 14:22:08.704974854 AEST","-72"
"126","Jun 24, 2020 14:22:08.806888065 AEST","-72"
"127","Jun 24, 2020 14:22:08.909410351 AEST","-68"
"128","Jun 24, 2020 14:22:09.012603084 AEST","-72"
"129","Jun 24, 2020 14:22:09.114392237 AEST","-72"
"130","Jun 24, 2020 14:22:09.216519270 AEST","-70"
"131","Jun 24, 2020 14:22:09.319148309 AEST","-68"
"132","Jun 24, 2020 14:22:09.421435191 AEST","-72"
"133","Jun 24, 2020 14:22:09.524923305 AEST","-68"
"134","Jun 24, 2020 14:22:09.627400999 AEST","-72"
"135","Jun 24, 2020 14:22:09.729141607 AEST","-70"
"136","Jun 24, 2020 14:22:09.830928633 AEST","-72"
"137","Jun 24, 2020 14:22:09.934933133 AEST","-70"
"138","Jun 24, 2020 14:22:10.035882592 AEST","-70"
"139","Jun 24, 2020 14:22:10.138124620 AEST","-72"
"140","Jun 24, 2020 14:22:10.240740261 AEST","-72"
"141","Jun 24, 2020 14:22:10.342927780 AEST","-72"
"142","Jun 24, 2020 14:22:10.445370033 AEST","-72"
"143","Jun 24, 2020 14:22:10.547656025 AEST","-70"
"144","Jun 24, 2020 14:22:10.651266891 AEST","-68"
"145","Jun 24, 2020 14:22:10.707647779 AEST","-72"
"146","Jun 24, 2020 14:22:10.711909997 AEST","-72"
"147","Jun 24, 2020 14:22:10.717168590 AEST","-72"
"148","Jun 24, 2020 14:22:10.752540514 AEST","-68"
"149","Jun 24, 2020 14:22:10.854925876 AEST","-68"
"150","Jun 24, 2020 14:22:10.957423112 AEST","-66"
"151","Jun 24, 2020 14:22:11.059681055 AEST","-72"
"152","Jun 24, 2020 14:22:11.162139579 AEST","-72"
"153","Jun 24, 2020 14:22:11.264680335 AEST","-72"
"154","Jun 24, 2020 14:22:11.366851322 AEST","-72"
"155","Jun 24, 2020 14:22:11.469381700 AEST","-72"
"156","Jun 24, 2020 14:22:11.572916405 AEST","-72"
"157","Jun 24, 2020 14:22:11.675271320 AEST","-72"
"158","Jun 24, 2020 14:22:11.776566162 AEST","-72"
"159","Jun 24, 2020 14:22:11.878890391 AEST","-72"
"160","Jun 24, 2020 14:22:11.981373606 AEST","-72"
"161","Jun 24, 2020 14:22:12.084066566 AEST","-72"
"162","Jun 24, 2020 14:22:12.186077152 AEST","-72"
"163","Jun 24, 2020 14:22:12.289442842 AEST","-66"
"164","Jun 24, 2020 14:22:12.392014932 AEST","-72"
"165","Jun 24, 2020 14:22:12.493928179 AEST","-72"
"166","Jun 24, 2020 14:22:12.595907190 AEST","-72"
"167","Jun 24, 2020 14:22:12.698144318 AEST","-72"
"168","Jun 24, 2020 14:22:12.800510771 AEST","-72"
"169","Jun 24, 2020 14:22:12.902939108 AEST","-66"
"170","Jun 24, 2020 14:22:13.005267669 AEST","-72"
"171","Jun 24, 2020 14:22:13.107707921 AEST","-72"
"172","Jun 24, 2020 14:22:13.210108838 AEST","-72"
"173","Jun 24, 2020 14:22:13.312484729 AEST","-72"
"174","Jun 24, 2020 14:22:13.416039320 AEST","-72"
"175","Jun 24, 2020 14:22:13.517258758 AEST","-72"
"176","Jun 24, 2020 14:22:13.620938636 AEST","-72"
"177","Jun 24, 2020 14:22:13.722136583 AEST","-72"
"178","Jun 24, 2020 14:22:13.824470274 AEST","-68"
"179","Jun 24, 2020 14:22:13.927003218 AEST","-72"
"180","Jun 24, 2020 14:22:14.029258448 AEST","-72"
"181","Jun 24, 2020 14:22:14.132265271 AEST","-72"
"182","Jun 24, 2020 14:22:14.234094884 AEST","-70"
"183","Jun 24, 2020 14:22:14.337298863 AEST","-72"
"184","Jun 24, 2020 14:22:14.439192357 AEST","-72"
"185","Jun 24, 2020 14:22:14.541249384 AEST","-72"
"186","Jun 24, 2020 14:22:14.647856036 AEST","-66"
"187","Jun 24, 2020 14:22:14.746206172 AEST","-72"
"188","Jun 24, 2020 14:22:14.848588048 AEST","-72"
"189","Jun 24, 2020 14:22:14.950872311 AEST","-72"
"190","Jun 24, 2020 14:22:15.053320144 AEST","-72"
"191","Jun 24, 2020 14:22:15.156278276 AEST","-72"
"192","Jun 24, 2020 14:22:15.258505427 AEST","-66"
"193","Jun 24, 2020 14:22:15.360486835 AEST","-72"
"194","Jun 24, 2020 14:22:15.464000910 AEST","-72"
"195","Jun 24, 2020 14:22:15.565333288 AEST","-72"
"196","Jun 24, 2020 14:22:15.667937729 AEST","-72"
"197","Jun 24, 2020 14:22:15.771272786 AEST","-72"
"198","Jun 24, 2020 14:22:15.873418501 AEST","-72"
"199","Jun 24, 2020 14:22:15.974977387 AEST","-72"
"200","Jun 24, 2020 14:22:16.077371750 AEST","-72"
"201","Jun 24, 2020 14:22:16.180395455 AEST","-72"
"202","Jun 24, 2020 14:22:16.282594956 AEST","-72"
"203","Jun 24, 2020 14:22:16.384516604 AEST","-72"
"204","Jun 24, 2020 14:22:16.488010699 AEST","-72"
"205","Jun 24, 2020 14:22:16.589246100 AEST","-72"
"206","Jun 24, 2020 14:22:16.691835413 AEST","-72"
"207","Jun 24, 2020 14:22:16.795211824 AEST","-72"
"208","Jun 24, 2020 14:22:16.898742536 AEST","-72"
"209","Jun 24, 2020 14:22:16.998841303 AEST","-72"
"210","Jun 24, 2020 14:22:17.060976955 AEST","-64"
"211","Jun 24, 2020 14:22:17.093388828 AEST","-64"
"212","Jun 24, 2020 14:22:17.104592656 AEST","-72"
"213","Jun 24, 2020 14:22:17.204046274 AEST","-72"
"214","Jun 24, 2020 14:22:17.306770717 AEST","-72"
"215","Jun 24, 2020 14:22:17.408607173 AEST","-70"
"216","Jun 24, 2020 14:22:17.510796397 AEST","-72"
"217","Jun 24, 2020 14:22:17.613267619 AEST","-72"
"218","Jun 24, 2020 14:22:17.715905845 AEST","-68"
"219","Jun 24, 2020 14:22:17.818280047 AEST","-72"
"220","Jun 24, 2020 14:22:17.920826514 AEST","-72"
"221","Jun 24, 2020 14:22:18.023052924 AEST","-72"
"222","Jun 24, 2020 14:22:18.125394497 AEST","-72"
"223","Jun 24, 2020 14:22:18.227620688 AEST","-72"
"224","Jun 24, 2020 14:22:18.281450478 AEST","-68"
"225","Jun 24, 2020 14:22:18.287202617 AEST","-66"
"226","Jun 24, 2020 14:22:18.291307253 AEST","-68"
"227","Jun 24, 2020 14:22:18.297380111 AEST","-66"
"228","Jun 24, 2020 14:22:18.301446105 AEST","-68"
"229","Jun 24, 2020 14:22:18.304463144 AEST","-68"
"230","Jun 24, 2020 14:22:18.330804653 AEST","-72"
"231","Jun 24, 2020 14:22:18.433413095 AEST","-72"
"232","Jun 24, 2020 14:22:18.535997332 AEST","-66"
"233","Jun 24, 2020 14:22:18.610995084 AEST","-68"
"234","Jun 24, 2020 14:22:18.613465082 AEST","-68"
"235","Jun 24, 2020 14:22:18.616770938 AEST","-66"
"236","Jun 24, 2020 14:22:18.639065222 AEST","-72"
"237","Jun 24, 2020 14:22:18.739900227 AEST","-72"
"238","Jun 24, 2020 14:22:18.842144395 AEST","-68"
"239","Jun 24, 2020 14:22:18.944642505 AEST","-68"
"240","Jun 24, 2020 14:22:19.046922903 AEST","-68"
"241","Jun 24, 2020 14:22:19.149368402 AEST","-68"
