frame.number,frame.time,wlan_radio.signal_dbm
"1","Jun 24, 2020 13:53:19.512351321 AEST","-58"
"2","Jun 24, 2020 13:53:19.610794663 AEST","-58"
"3","Jun 24, 2020 13:53:19.815592238 AEST","-58"
"4","Jun 24, 2020 13:53:19.918127332 AEST","-60"
"5","Jun 24, 2020 13:53:20.021368746 AEST","-58"
"6","Jun 24, 2020 13:53:20.123873783 AEST","-58"
"7","Jun 24, 2020 13:53:20.225152904 AEST","-58"
"8","Jun 24, 2020 13:53:20.328246787 AEST","-58"
"9","Jun 24, 2020 13:53:20.431100403 AEST","-56"
"10","Jun 24, 2020 13:53:20.532629758 AEST","-58"
"11","Jun 24, 2020 13:53:20.737159835 AEST","-58"
"12","Jun 24, 2020 13:53:20.840147187 AEST","-58"
"13","Jun 24, 2020 13:53:21.147842814 AEST","-60"
"14","Jun 24, 2020 13:53:21.249273248 AEST","-58"
"15","Jun 24, 2020 13:53:21.351653564 AEST","-58"
"16","Jun 24, 2020 13:53:21.455070984 AEST","-58"
"17","Jun 24, 2020 13:53:21.658926214 AEST","-60"
"18","Jun 24, 2020 13:53:21.966067030 AEST","-60"
"19","Jun 24, 2020 13:53:22.069379205 AEST","-60"
"20","Jun 24, 2020 13:53:22.171874704 AEST","-60"
"21","Jun 24, 2020 13:53:22.376536468 AEST","-56"
"22","Jun 24, 2020 13:53:22.479248046 AEST","-58"
"23","Jun 24, 2020 13:53:22.580475022 AEST","-58"
"24","Jun 24, 2020 13:53:22.785826650 AEST","-58"
"25","Jun 24, 2020 13:53:22.887980756 AEST","-56"
"26","Jun 24, 2020 13:53:22.990177480 AEST","-52"
"27","Jun 24, 2020 13:53:23.092571223 AEST","-56"
"28","Jun 24, 2020 13:53:23.194915328 AEST","-56"
"29","Jun 24, 2020 13:53:23.297302679 AEST","-56"
"30","Jun 24, 2020 13:53:23.399707511 AEST","-56"
"31","Jun 24, 2020 13:53:23.503074029 AEST","-60"
"32","Jun 24, 2020 13:53:23.605012321 AEST","-60"
"33","Jun 24, 2020 13:53:23.706731173 AEST","-64"
"34","Jun 24, 2020 13:53:23.911629638 AEST","-56"
"35","Jun 24, 2020 13:53:24.014137275 AEST","-60"
"36","Jun 24, 2020 13:53:24.117397252 AEST","-56"
"37","Jun 24, 2020 13:53:24.218729426 AEST","-56"
"38","Jun 24, 2020 13:53:24.321389604 AEST","-56"
"39","Jun 24, 2020 13:53:24.423521955 AEST","-58"
"40","Jun 24, 2020 13:53:24.526013791 AEST","-56"
"41","Jun 24, 2020 13:53:24.628463672 AEST","-56"
"42","Jun 24, 2020 13:53:24.730829454 AEST","-68"
"43","Jun 24, 2020 13:53:24.833428032 AEST","-58"
"44","Jun 24, 2020 13:53:24.936205348 AEST","-64"
