frame.number,frame.time,wlan_radio.signal_dbm,wlan_radio.11n.mcs_index,wlan_radio.data_rate,wlan_radio.11n.greenfield
"345","Jul  2, 2020 22:19:35.343498000 AEST","-62","13","115.556","0"
"346","Jul  2, 2020 22:19:35.375867000 AEST","-63","13","115.556","0"
"347","Jul  2, 2020 22:19:36.096363000 AEST","-62","13","115.556","0"
"348","Jul  2, 2020 22:19:36.206567000 AEST","-61","13","115.556","0"
"349","Jul  2, 2020 22:19:36.206847000 AEST","-58","4","43.3333","0"
"350","Jul  2, 2020 22:19:36.382264000 AEST","-63","13","115.556","0"
"351","Jul  2, 2020 22:19:37.382774000 AEST","-59","13","115.556","0"
"352","Jul  2, 2020 22:19:38.164087000 AEST","-59","13","115.556","0"
"353","Jul  2, 2020 22:19:38.385386000 AEST","-60","13","115.556","0"
"354","Jul  2, 2020 22:19:38.646568000 AEST","-62","13","115.556","0"
"355","Jul  2, 2020 22:19:39.040728000 AEST","-62","13","115.556","0"
"356","Jul  2, 2020 22:19:39.040744000 AEST","-63","13","115.556","0"
"357","Jul  2, 2020 22:19:39.392443000 AEST","-58","13","115.556","0"
"358","Jul  2, 2020 22:19:39.404004000 AEST","-57","13","115.556","0"
"359","Jul  2, 2020 22:19:39.405845000 AEST","-57","13","115.556","0"
"360","Jul  2, 2020 22:19:39.448001000 AEST","-55","13","115.556","0"
"361","Jul  2, 2020 22:19:40.178572000 AEST","-57","13","115.556","0"
"362","Jul  2, 2020 22:19:40.393942000 AEST","-62","13","115.556","0"
"363","Jul  2, 2020 22:19:40.928841000 AEST","-58","13","115.556","0"
"364","Jul  2, 2020 22:19:40.929330000 AEST",,"13","115.556","1"
"365","Jul  2, 2020 22:19:40.929343000 AEST",,"13","115.556","1"
"366","Jul  2, 2020 22:19:40.929348000 AEST","-59","13","115.556","1"
"367","Jul  2, 2020 22:19:40.959904000 AEST","-59","13","115.556","0"
"368","Jul  2, 2020 22:19:41.046392000 AEST","-61","13","115.556","0"
"369","Jul  2, 2020 22:19:41.048213000 AEST","-61","13","115.556","0"
"370","Jul  2, 2020 22:19:41.077102000 AEST","-61","13","115.556","0"
"371","Jul  2, 2020 22:19:41.104111000 AEST","-61","13","115.556","0"
"372","Jul  2, 2020 22:19:41.399684000 AEST","-59","13","115.556","0"
"373","Jul  2, 2020 22:19:41.400188000 AEST","-59","13","115.556","0"
"374","Jul  2, 2020 22:19:41.603237000 AEST","-58","14","130","0"
"375","Jul  2, 2020 22:19:42.213182000 AEST","-62","14","130","0"
"376","Jul  2, 2020 22:19:42.213653000 AEST","-62","14","130","0"
"377","Jul  2, 2020 22:19:42.232442000 AEST","-62","14","130","0"
"378","Jul  2, 2020 22:19:42.241318000 AEST","-61","14","130","0"
"379","Jul  2, 2020 22:19:42.400692000 AEST","-56","14","130","0"
"380","Jul  2, 2020 22:19:42.669652000 AEST","-58","14","130","0"
"381","Jul  2, 2020 22:19:43.401528000 AEST","-58","14","130","0"
"382","Jul  2, 2020 22:19:43.567321000 AEST","-63","14","130","0"
"383","Jul  2, 2020 22:19:44.089088000 AEST","-58","14","130","0"
"384","Jul  2, 2020 22:19:44.089384000 AEST","-58","14","130","0"
"385","Jul  2, 2020 22:19:44.089636000 AEST","-58","14","130","0"
"386","Jul  2, 2020 22:19:44.308110000 AEST","-60","14","130","0"
"387","Jul  2, 2020 22:19:44.403234000 AEST","-57","14","130","0"
"388","Jul  2, 2020 22:19:44.449546000 AEST","-58","14","130","0"
"389","Jul  2, 2020 22:19:44.642452000 AEST","-60","14","130","0"
"390","Jul  2, 2020 22:19:44.768490000 AEST","-58","14","130","0"
"391","Jul  2, 2020 22:19:45.189296000 AEST","-58","14","130","0"
"392","Jul  2, 2020 22:19:45.405578000 AEST","-56","14","130","0"
"393","Jul  2, 2020 22:19:45.737271000 AEST","-53","14","130","0"
"394","Jul  2, 2020 22:19:45.782664000 AEST","-54","14","130","0"
"395","Jul  2, 2020 22:19:45.957352000 AEST","-57","14","130","0"
"396","Jul  2, 2020 22:19:45.967797000 AEST","-60","14","130","0"
"397","Jul  2, 2020 22:19:46.356007000 AEST","-54","14","130","0"
"398","Jul  2, 2020 22:19:46.356310000 AEST",,"14","130","1"
"399","Jul  2, 2020 22:19:46.356321000 AEST","-54","14","130","1"
"400","Jul  2, 2020 22:19:46.407800000 AEST","-54","14","130","0"
"401","Jul  2, 2020 22:19:46.675651000 AEST","-51","14","130","0"
"402","Jul  2, 2020 22:19:46.675914000 AEST","-52","14","130","0"
"403","Jul  2, 2020 22:19:46.685436000 AEST","-52","14","130","0"
"404","Jul  2, 2020 22:19:46.800631000 AEST","-52","14","130","0"
"405","Jul  2, 2020 22:19:46.802402000 AEST","-52","15","144.444","0"
"406","Jul  2, 2020 22:19:46.833832000 AEST","-51","15","144.444","0"
"407","Jul  2, 2020 22:19:47.410970000 AEST","-53","15","144.444","0"
"408","Jul  2, 2020 22:19:47.428357000 AEST","-53","15","144.444","0"
"409","Jul  2, 2020 22:19:47.733607000 AEST","-54","15","144.444","0"
"410","Jul  2, 2020 22:19:47.839421000 AEST","-53","15","144.444","0"
"411","Jul  2, 2020 22:19:48.008096000 AEST","-50","15","144.444","0"
"412","Jul  2, 2020 22:19:48.129425000 AEST","-50","15","144.444","0"
"413","Jul  2, 2020 22:19:48.131569000 AEST","-50","15","144.444","0"
"414","Jul  2, 2020 22:19:48.159043000 AEST","-49","15","144.444","0"
"415","Jul  2, 2020 22:19:48.237454000 AEST","-48","15","144.444","0"
"416","Jul  2, 2020 22:19:48.414434000 AEST","-48","15","144.444","0"
"417","Jul  2, 2020 22:19:48.616497000 AEST","-49","15","144.444","0"
"418","Jul  2, 2020 22:19:48.689776000 AEST","-50","15","144.444","0"
"419","Jul  2, 2020 22:19:48.690105000 AEST","-50","15","144.444","0"
"420","Jul  2, 2020 22:19:48.690381000 AEST","-50","15","144.444","0"
"421","Jul  2, 2020 22:19:48.690703000 AEST","-50","15","144.444","0"
"422","Jul  2, 2020 22:19:48.691254000 AEST",,"15","144.444","1"
"423","Jul  2, 2020 22:19:48.691346000 AEST","-50","15","144.444","1"
"424","Jul  2, 2020 22:19:48.691836000 AEST",,"15","144.444","1"
"425","Jul  2, 2020 22:19:48.691847000 AEST","-50","15","144.444","1"
"426","Jul  2, 2020 22:19:48.712460000 AEST","-51","15","144.444","0"
"427","Jul  2, 2020 22:19:48.715297000 AEST","-51","15","144.444","0"
"428","Jul  2, 2020 22:19:48.806449000 AEST","-53","15","144.444","0"
"429","Jul  2, 2020 22:19:49.417431000 AEST","-52","15","144.444","0"
"430","Jul  2, 2020 22:19:49.768768000 AEST","-52","15","144.444","0"
"431","Jul  2, 2020 22:19:50.420958000 AEST","-54","15","144.444","0"
"432","Jul  2, 2020 22:19:50.558546000 AEST","-55","15","144.444","0"
"433","Jul  2, 2020 22:19:51.136580000 AEST","-50","15","144.444","0"
"434","Jul  2, 2020 22:19:51.423807000 AEST","-51","15","144.444","0"
"435","Jul  2, 2020 22:19:51.988182000 AEST","-56","15","144.444","0"
"436","Jul  2, 2020 22:19:51.988610000 AEST",,"15","144.444","1"
"437","Jul  2, 2020 22:19:51.988622000 AEST","-56","15","144.444","1"
"438","Jul  2, 2020 22:19:52.021496000 AEST","-57","15","144.444","0"
"439","Jul  2, 2020 22:19:52.031323000 AEST","-57","15","144.444","0"
"440","Jul  2, 2020 22:19:52.136650000 AEST","-55","15","144.444","0"
"441","Jul  2, 2020 22:19:52.138362000 AEST","-54","15","144.444","0"
"442","Jul  2, 2020 22:19:52.167230000 AEST","-53","15","144.444","0"
"443","Jul  2, 2020 22:19:52.167514000 AEST","-53","15","144.444","0"
"444","Jul  2, 2020 22:19:52.289306000 AEST","-50","15","144.444","0"
"445","Jul  2, 2020 22:19:52.290927000 AEST","-50","15","144.444","0"
"446","Jul  2, 2020 22:19:52.294895000 AEST","-50","15","144.444","0"
"447","Jul  2, 2020 22:19:52.319175000 AEST","-50","15","144.444","0"
"448","Jul  2, 2020 22:19:52.388716000 AEST","-50","15","144.444","0"
"449","Jul  2, 2020 22:19:52.388882000 AEST","-50","15","144.444","0"
"450","Jul  2, 2020 22:19:52.426506000 AEST","-50","15","144.444","0"
"451","Jul  2, 2020 22:19:53.013240000 AEST","-50","15","144.444","0"
"452","Jul  2, 2020 22:19:53.430102000 AEST","-49","15","144.444","0"
"453","Jul  2, 2020 22:19:53.896428000 AEST","-48","15","144.444","0"
"454","Jul  2, 2020 22:19:54.418579000 AEST","-45","15","144.444","0"
"455","Jul  2, 2020 22:19:54.433282000 AEST","-45","15","144.444","0"
"456","Jul  2, 2020 22:19:54.754304000 AEST","-42","15","144.444","0"
"457","Jul  2, 2020 22:19:55.060197000 AEST","-47","15","144.444","0"
"458","Jul  2, 2020 22:19:55.434259000 AEST","-53","15","144.444","0"
"459","Jul  2, 2020 22:19:55.496466000 AEST","-51","15","144.444","0"
"460","Jul  2, 2020 22:19:55.498397000 AEST","-50","15","144.444","0"
"461","Jul  2, 2020 22:19:55.538383000 AEST","-48","15","144.444","0"
"462","Jul  2, 2020 22:19:55.931458000 AEST","-47","15","144.444","0"
"463","Jul  2, 2020 22:19:55.939540000 AEST","-47","15","144.444","0"
"464","Jul  2, 2020 22:19:55.939811000 AEST","-47","15","144.444","0"
"465","Jul  2, 2020 22:19:56.435002000 AEST","-48","15","144.444","0"
"466","Jul  2, 2020 22:19:56.519488000 AEST","-48","15","144.444","0"
"467","Jul  2, 2020 22:19:56.687457000 AEST","-48","15","144.444","0"
"468","Jul  2, 2020 22:19:56.856356000 AEST","-48","15","144.444","0"
"469","Jul  2, 2020 22:19:56.971009000 AEST","-44","13","115.556","0"
"470","Jul  2, 2020 22:19:56.971386000 AEST","-47","15","144.444","0"
"471","Jul  2, 2020 22:19:56.997237000 AEST","-47","15","144.444","0"
"472","Jul  2, 2020 22:19:57.238476000 AEST","-46","15","144.444","0"
"473","Jul  2, 2020 22:19:57.439211000 AEST","-48","15","144.444","0"
"474","Jul  2, 2020 22:19:57.485567000 AEST","-48","15","144.444","0"
"475","Jul  2, 2020 22:19:57.486982000 AEST","-48","15","144.444","0"
"476","Jul  2, 2020 22:19:57.490605000 AEST","-48","15","144.444","0"
"477","Jul  2, 2020 22:19:57.491572000 AEST","-48","15","144.444","0"
"478","Jul  2, 2020 22:19:57.524533000 AEST","-47","15","144.444","0"
"479","Jul  2, 2020 22:19:57.524954000 AEST","-47","15","144.444","0"
"480","Jul  2, 2020 22:19:57.697577000 AEST","-43","15","144.444","0"
"481","Jul  2, 2020 22:19:57.711542000 AEST","-42","15","144.444","0"
"482","Jul  2, 2020 22:19:57.711775000 AEST","-42","15","144.444","0"
"483","Jul  2, 2020 22:19:57.731755000 AEST","-42","15","144.444","0"
"484","Jul  2, 2020 22:19:57.836522000 AEST","-41","15","144.444","0"
"485","Jul  2, 2020 22:19:57.836847000 AEST","-41","15","144.444","0"
"486","Jul  2, 2020 22:19:57.838520000 AEST","-41","15","144.444","0"
"487","Jul  2, 2020 22:19:57.852491000 AEST","-41","15","144.444","0"
"488","Jul  2, 2020 22:19:57.866187000 AEST","-41","15","144.444","0"
"489","Jul  2, 2020 22:19:57.933221000 AEST","-40","15","144.444","0"
"490","Jul  2, 2020 22:19:57.957454000 AEST","-40","15","144.444","0"
"491","Jul  2, 2020 22:19:58.057729000 AEST","-40","15","144.444","0"
"492","Jul  2, 2020 22:19:58.094522000 AEST","-42","15","144.444","0"
"493","Jul  2, 2020 22:19:58.096298000 AEST","-42","15","144.444","0"
"494","Jul  2, 2020 22:19:58.173870000 AEST","-46","15","144.444","0"
"495","Jul  2, 2020 22:19:58.224118000 AEST","-45","15","144.444","0"
"496","Jul  2, 2020 22:19:58.441160000 AEST","-44","15","144.444","0"
"497","Jul  2, 2020 22:19:58.746630000 AEST","-43","15","144.444","0"
"498","Jul  2, 2020 22:19:59.342547000 AEST","-43","15","144.444","0"
"499","Jul  2, 2020 22:19:59.342957000 AEST",,"15","144.444","1"
"500","Jul  2, 2020 22:19:59.342965000 AEST","-43","15","144.444","1"
"501","Jul  2, 2020 22:19:59.370895000 AEST","-43","15","144.444","0"
"502","Jul  2, 2020 22:19:59.371565000 AEST","-43","15","144.444","0"
"503","Jul  2, 2020 22:19:59.372533000 AEST","-43","15","144.444","0"
"504","Jul  2, 2020 22:19:59.373342000 AEST","-43","15","144.444","0"
"505","Jul  2, 2020 22:19:59.374867000 AEST","-43","15","144.444","0"
"506","Jul  2, 2020 22:19:59.443304000 AEST","-44","15","144.444","0"
"507","Jul  2, 2020 22:19:59.629825000 AEST","-40","15","144.444","0"
"508","Jul  2, 2020 22:20:00.282583000 AEST","-43","15","144.444","0"
"509","Jul  2, 2020 22:20:00.282847000 AEST",,"15","144.444","1"
"510","Jul  2, 2020 22:20:00.282858000 AEST",,"15","144.444","1"
"511","Jul  2, 2020 22:20:00.282863000 AEST","-43","15","144.444","1"
"512","Jul  2, 2020 22:20:00.283308000 AEST",,"15","144.444","1"
"513","Jul  2, 2020 22:20:00.283319000 AEST",,"15","144.444","1"
"514","Jul  2, 2020 22:20:00.283324000 AEST","-43","15","144.444","1"
"515","Jul  2, 2020 22:20:00.311581000 AEST","-43","15","144.444","0"
"516","Jul  2, 2020 22:20:00.312028000 AEST",,"15","144.444","1"
"517","Jul  2, 2020 22:20:00.312035000 AEST",,"15","144.444","1"
"518","Jul  2, 2020 22:20:00.312038000 AEST","-43","15","144.444","1"
"519","Jul  2, 2020 22:20:00.338867000 AEST","-44","15","144.444","0"
"520","Jul  2, 2020 22:20:00.349925000 AEST","-44","15","144.444","0"
"521","Jul  2, 2020 22:20:00.446972000 AEST","-43","15","144.444","0"
"522","Jul  2, 2020 22:20:00.460015000 AEST","-43","15","144.444","0"
"523","Jul  2, 2020 22:20:00.999395000 AEST","-41","15","144.444","0"
"524","Jul  2, 2020 22:20:01.422789000 AEST","-43","15","144.444","0"
"525","Jul  2, 2020 22:20:01.423128000 AEST","-43","15","144.444","0"
"526","Jul  2, 2020 22:20:01.449336000 AEST","-44","15","144.444","0"
"527","Jul  2, 2020 22:20:01.450634000 AEST","-43","15","144.444","0"
"528","Jul  2, 2020 22:20:01.464957000 AEST","-44","15","144.444","0"
"529","Jul  2, 2020 22:20:01.471451000 AEST","-44","15","144.444","0"
"530","Jul  2, 2020 22:20:01.488503000 AEST","-44","15","144.444","0"
"531","Jul  2, 2020 22:20:01.490120000 AEST","-43","15","144.444","0"
"532","Jul  2, 2020 22:20:01.521364000 AEST","-43","15","144.444","0"
"533","Jul  2, 2020 22:20:01.586291000 AEST","-38","15","144.444","0"
"534","Jul  2, 2020 22:20:01.659441000 AEST","-36","15","144.444","0"
"535","Jul  2, 2020 22:20:01.661342000 AEST","-36","15","144.444","0"
"536","Jul  2, 2020 22:20:01.696801000 AEST","-36","15","144.444","0"
"537","Jul  2, 2020 22:20:02.125887000 AEST","-37","15","144.444","0"
"538","Jul  2, 2020 22:20:02.433071000 AEST","-39","15","144.444","0"
"539","Jul  2, 2020 22:20:02.433417000 AEST",,"15","144.444","1"
"540","Jul  2, 2020 22:20:02.433425000 AEST","-39","15","144.444","1"
"541","Jul  2, 2020 22:20:02.470527000 AEST","-39","15","144.444","0"
"542","Jul  2, 2020 22:20:02.472250000 AEST","-39","15","144.444","0"
"543","Jul  2, 2020 22:20:02.537374000 AEST","-40","15","144.444","0"
"544","Jul  2, 2020 22:20:02.539072000 AEST","-41","15","144.444","0"
"545","Jul  2, 2020 22:20:02.567149000 AEST","-40","15","144.444","0"
"546","Jul  2, 2020 22:20:03.456685000 AEST","-37","15","144.444","0"
"547","Jul  2, 2020 22:20:03.563490000 AEST","-39","15","144.444","0"
"548","Jul  2, 2020 22:20:03.565203000 AEST","-38","15","144.444","0"
"549","Jul  2, 2020 22:20:03.601399000 AEST","-38","15","144.444","0"
"550","Jul  2, 2020 22:20:04.173942000 AEST","-38","15","144.444","0"
"551","Jul  2, 2020 22:20:04.174220000 AEST",,"15","144.444","1"
"552","Jul  2, 2020 22:20:04.174234000 AEST","-38","15","144.444","1"
"553","Jul  2, 2020 22:20:04.201462000 AEST","-37","15","144.444","0"
"554","Jul  2, 2020 22:20:04.459691000 AEST","-35","15","144.444","0"
"555","Jul  2, 2020 22:20:05.464322000 AEST","-39","15","144.444","0"
"556","Jul  2, 2020 22:20:05.619427000 AEST","-37","15","144.444","0"
"557","Jul  2, 2020 22:20:05.621186000 AEST","-37","15","144.444","0"
"558","Jul  2, 2020 22:20:05.741466000 AEST","-38","15","144.444","0"
"559","Jul  2, 2020 22:20:05.741699000 AEST","-38","15","144.444","0"
"560","Jul  2, 2020 22:20:05.741892000 AEST","-35","13","115.556","0"
"561","Jul  2, 2020 22:20:06.465657000 AEST","-31","15","144.444","0"
"562","Jul  2, 2020 22:20:07.348362000 AEST","-28","15","144.444","0"
"563","Jul  2, 2020 22:20:07.348735000 AEST",,"15","144.444","1"
"564","Jul  2, 2020 22:20:07.348740000 AEST","-28","15","144.444","1"
"565","Jul  2, 2020 22:20:07.349086000 AEST","-28","15","144.444","0"
"566","Jul  2, 2020 22:20:07.469114000 AEST","-28","15","144.444","0"
"567","Jul  2, 2020 22:20:07.562971000 AEST","-28","15","144.444","0"
"568","Jul  2, 2020 22:20:07.658709000 AEST","-30","15","144.444","0"
"569","Jul  2, 2020 22:20:07.660229000 AEST","-29","15","144.444","0"
"570","Jul  2, 2020 22:20:07.793021000 AEST","-30","15","144.444","0"
"571","Jul  2, 2020 22:20:07.870352000 AEST","-31","15","144.444","0"
"572","Jul  2, 2020 22:20:07.871851000 AEST","-37","15","144.444","0"
"573","Jul  2, 2020 22:20:07.904319000 AEST","-36","15","144.444","0"
"574","Jul  2, 2020 22:20:08.103112000 AEST","-36","15","144.444","0"
"575","Jul  2, 2020 22:20:08.372202000 AEST","-34","15","144.444","0"
"576","Jul  2, 2020 22:20:08.372526000 AEST","-34","15","144.444","0"
"577","Jul  2, 2020 22:20:08.474375000 AEST","-33","15","144.444","0"
"578","Jul  2, 2020 22:20:08.509036000 AEST","-33","15","144.444","0"
"579","Jul  2, 2020 22:20:08.548508000 AEST","-33","15","144.444","0"
"580","Jul  2, 2020 22:20:08.548871000 AEST","-34","15","144.444","0"
"581","Jul  2, 2020 22:20:08.549173000 AEST","-37","15","144.444","0"
"582","Jul  2, 2020 22:20:08.549599000 AEST",,"15","144.444","1"
"583","Jul  2, 2020 22:20:08.549619000 AEST","-32","15","144.444","1"
"584","Jul  2, 2020 22:20:09.089039000 AEST","-28","15","144.444","0"
"585","Jul  2, 2020 22:20:09.089383000 AEST","-29","15","144.444","0"
"586","Jul  2, 2020 22:20:09.472840000 AEST","-31","15","144.444","0"
"587","Jul  2, 2020 22:20:09.474189000 AEST","-31","15","144.444","0"
"588","Jul  2, 2020 22:20:09.544824000 AEST","-30","15","144.444","0"
"589","Jul  2, 2020 22:20:09.555249000 AEST","-30","15","144.444","0"
"590","Jul  2, 2020 22:20:09.751462000 AEST","-30","15","144.444","0"
"591","Jul  2, 2020 22:20:10.010685000 AEST","-32","15","144.444","0"
"592","Jul  2, 2020 22:20:10.011064000 AEST",,"15","144.444","1"
"593","Jul  2, 2020 22:20:10.011088000 AEST","-32","15","144.444","1"
"594","Jul  2, 2020 22:20:10.420307000 AEST","-30","15","144.444","0"
"595","Jul  2, 2020 22:20:10.420622000 AEST",,"15","144.444","1"
"596","Jul  2, 2020 22:20:10.420630000 AEST","-30","15","144.444","1"
"597","Jul  2, 2020 22:20:10.453942000 AEST","-30","15","144.444","0"
"598","Jul  2, 2020 22:20:10.462813000 AEST","-29","15","144.444","0"
"599","Jul  2, 2020 22:20:10.477858000 AEST","-29","15","144.444","0"
"600","Jul  2, 2020 22:20:10.831112000 AEST","-27","15","144.444","0"
"601","Jul  2, 2020 22:20:10.931837000 AEST","-27","15","144.444","0"
"602","Jul  2, 2020 22:20:10.932173000 AEST","-27","15","144.444","0"
"603","Jul  2, 2020 22:20:10.961327000 AEST","-26","15","144.444","0"
"604","Jul  2, 2020 22:20:11.341808000 AEST","-23","15","144.444","0"
"605","Jul  2, 2020 22:20:11.342138000 AEST","-26","15","144.444","0"
"606","Jul  2, 2020 22:20:11.367118000 AEST","-26","15","144.444","0"
"607","Jul  2, 2020 22:20:11.392727000 AEST","-26","15","144.444","0"
"608","Jul  2, 2020 22:20:11.402116000 AEST","-26","15","144.444","0"
"609","Jul  2, 2020 22:20:11.481270000 AEST","-26","15","144.444","0"
"610","Jul  2, 2020 22:20:11.538365000 AEST","-25","15","144.444","0"
"611","Jul  2, 2020 22:20:11.609360000 AEST","-25","15","144.444","0"
"612","Jul  2, 2020 22:20:11.609594000 AEST","-25","15","144.444","0"
"613","Jul  2, 2020 22:20:11.611555000 AEST","-25","15","144.444","0"
"614","Jul  2, 2020 22:20:11.637931000 AEST","-25","15","144.444","0"
"615","Jul  2, 2020 22:20:11.741424000 AEST","-25","15","144.444","0"
"616","Jul  2, 2020 22:20:12.263685000 AEST","-26","15","144.444","0"
"617","Jul  2, 2020 22:20:12.264013000 AEST",,"15","144.444","1"
"618","Jul  2, 2020 22:20:12.264019000 AEST","-25","15","144.444","1"
"619","Jul  2, 2020 22:20:12.289468000 AEST","-25","15","144.444","0"
"620","Jul  2, 2020 22:20:12.310264000 AEST","-25","15","144.444","0"
"621","Jul  2, 2020 22:20:12.485835000 AEST","-24","15","144.444","0"
"622","Jul  2, 2020 22:20:13.491965000 AEST","-25","15","144.444","0"
"623","Jul  2, 2020 22:20:13.641541000 AEST","-25","15","144.444","0"
"624","Jul  2, 2020 22:20:14.494207000 AEST","-23","15","144.444","0"
"625","Jul  2, 2020 22:20:15.499782000 AEST","-23","15","144.444","0"
