frame.number,frame.time,wlan_radio.signal_dbm
"1","Jun 24, 2020 13:46:44.965182641 AEST","-64"
"2","Jun 24, 2020 13:46:45.068661189 AEST","-56"
"3","Jun 24, 2020 13:46:45.170497788 AEST","-64"
"4","Jun 24, 2020 13:46:45.272459372 AEST","-56"
"5","Jun 24, 2020 13:46:45.374880233 AEST","-56"
"6","Jun 24, 2020 13:46:45.477293147 AEST","-56"
"7","Jun 24, 2020 13:46:45.580696110 AEST","-64"
"8","Jun 24, 2020 13:46:45.681994358 AEST","-70"
"9","Jun 24, 2020 13:46:45.785374797 AEST","-64"
"10","Jun 24, 2020 13:46:45.887891346 AEST","-58"
"11","Jun 24, 2020 13:46:45.989269927 AEST","-58"
"12","Jun 24, 2020 13:46:46.091708498 AEST","-60"
"13","Jun 24, 2020 13:46:46.195083659 AEST","-60"
"14","Jun 24, 2020 13:46:46.296341909 AEST","-60"
"15","Jun 24, 2020 13:46:46.399981254 AEST","-60"
"16","Jun 24, 2020 13:46:46.435239764 AEST","-60"
"17","Jun 24, 2020 13:46:46.447340506 AEST","-58"
"18","Jun 24, 2020 13:46:46.457855620 AEST","-58"
"19","Jun 24, 2020 13:46:46.501400409 AEST","-58"
"20","Jun 24, 2020 13:46:46.604839552 AEST","-56"
"21","Jun 24, 2020 13:46:46.705900648 AEST","-56"
"22","Jun 24, 2020 13:46:46.808330552 AEST","-58"
"23","Jun 24, 2020 13:46:46.911902171 AEST","-58"
"24","Jun 24, 2020 13:46:47.013175018 AEST","-58"
"25","Jun 24, 2020 13:46:47.116665201 AEST","-60"
"26","Jun 24, 2020 13:46:47.217919340 AEST","-64"
"27","Jun 24, 2020 13:46:47.320498629 AEST","-64"
"28","Jun 24, 2020 13:46:47.422754911 AEST","-64"
"29","Jun 24, 2020 13:46:47.525171509 AEST","-64"
"30","Jun 24, 2020 13:46:47.730526798 AEST","-58"
"31","Jun 24, 2020 13:46:47.832323022 AEST","-56"
"32","Jun 24, 2020 13:46:47.934923730 AEST","-56"
"33","Jun 24, 2020 13:46:48.037336525 AEST","-56"
"34","Jun 24, 2020 13:46:48.139662883 AEST","-56"
