frame.number,frame.time,wlan_radio.signal_dbm
"1","Jun 24, 2020 14:20:17.499221175 AEST","-64"
"2","Jun 24, 2020 14:20:17.601622852 AEST","-72"
"3","Jun 24, 2020 14:20:17.704062270 AEST","-64"
"4","Jun 24, 2020 14:20:17.806564083 AEST","-64"
"5","Jun 24, 2020 14:20:17.909397491 AEST","-68"
"6","Jun 24, 2020 14:20:18.011321675 AEST","-56"
"7","Jun 24, 2020 14:20:18.114817701 AEST","-60"
"8","Jun 24, 2020 14:20:18.169054043 AEST","-64"
"9","Jun 24, 2020 14:20:18.216063297 AEST","-60"
"10","Jun 24, 2020 14:20:18.318771239 AEST","-64"
"11","Jun 24, 2020 14:20:18.420902503 AEST","-58"
"12","Jun 24, 2020 14:20:18.526844482 AEST","-58"
"13","Jun 24, 2020 14:20:18.626820502 AEST","-60"
"14","Jun 24, 2020 14:20:18.728227442 AEST","-64"
"15","Jun 24, 2020 14:20:18.830498107 AEST","-66"
"16","Jun 24, 2020 14:20:18.933397481 AEST","-68"
"17","Jun 24, 2020 14:20:19.035972101 AEST","-64"
"18","Jun 24, 2020 14:20:19.137756631 AEST","-60"
"19","Jun 24, 2020 14:20:19.240210526 AEST","-58"
"20","Jun 24, 2020 14:20:19.342483529 AEST","-64"
"21","Jun 24, 2020 14:20:19.444855736 AEST","-64"
"22","Jun 24, 2020 14:20:19.548413217 AEST","-72"
"23","Jun 24, 2020 14:20:19.649666250 AEST","-74"
"24","Jun 24, 2020 14:20:19.752043721 AEST","-72"
"25","Jun 24, 2020 14:20:19.854576357 AEST","-68"
"26","Jun 24, 2020 14:20:19.957388974 AEST","-72"
"27","Jun 24, 2020 14:20:20.087963606 AEST","-56"
"28","Jun 24, 2020 14:20:20.091611409 AEST","-56"
"29","Jun 24, 2020 14:20:20.093824526 AEST","-56"
"30","Jun 24, 2020 14:20:20.099305277 AEST","-58"
"31","Jun 24, 2020 14:20:20.106512033 AEST","-56"
"32","Jun 24, 2020 14:20:20.113201615 AEST","-56"
"33","Jun 24, 2020 14:20:20.161755284 AEST","-72"
"34","Jun 24, 2020 14:20:20.266362548 AEST","-72"
"35","Jun 24, 2020 14:20:20.366983489 AEST","-72"
"36","Jun 24, 2020 14:20:20.468818670 AEST","-68"
"37","Jun 24, 2020 14:20:20.572655145 AEST","-68"
"38","Jun 24, 2020 14:20:20.674817669 AEST","-68"
"39","Jun 24, 2020 14:20:20.777180798 AEST","-68"
"40","Jun 24, 2020 14:20:20.878674912 AEST","-64"
"41","Jun 24, 2020 14:20:20.981391370 AEST","-70"
"42","Jun 24, 2020 14:20:21.083444407 AEST","-72"
"43","Jun 24, 2020 14:20:21.185876726 AEST","-68"
"44","Jun 24, 2020 14:20:21.288250958 AEST","-68"
"45","Jun 24, 2020 14:20:21.390727467 AEST","-64"
"46","Jun 24, 2020 14:20:21.493363247 AEST","-64"
"47","Jun 24, 2020 14:20:21.596366797 AEST","-64"
"48","Jun 24, 2020 14:20:21.697804030 AEST","-60"
"49","Jun 24, 2020 14:20:21.800039659 AEST","-58"
"50","Jun 24, 2020 14:20:21.902427574 AEST","-60"
"51","Jun 24, 2020 14:20:22.004944041 AEST","-58"
"52","Jun 24, 2020 14:20:22.108286725 AEST","-58"
"53","Jun 24, 2020 14:20:22.209618069 AEST","-60"
"54","Jun 24, 2020 14:20:22.313249383 AEST","-64"
"55","Jun 24, 2020 14:20:22.414444746 AEST","-60"
"56","Jun 24, 2020 14:20:22.516798662 AEST","-64"
"57","Jun 24, 2020 14:20:22.619340880 AEST","-64"
"58","Jun 24, 2020 14:20:22.721660880 AEST","-58"
"59","Jun 24, 2020 14:20:22.825177871 AEST","-58"
"60","Jun 24, 2020 14:20:22.926422588 AEST","-60"
"61","Jun 24, 2020 14:20:23.029041578 AEST","-64"
"62","Jun 24, 2020 14:20:23.131676280 AEST","-64"
"63","Jun 24, 2020 14:20:23.234616124 AEST","-64"
"64","Jun 24, 2020 14:20:23.336128093 AEST","-64"
"65","Jun 24, 2020 14:20:23.438522388 AEST","-58"
"66","Jun 24, 2020 14:20:23.541010862 AEST","-64"
